주문번호,주문일,주문시간,채널,카테고리,상품명,SKU,수량,단가,합계,배송지역,주문상태
CP-4000000249,2026-02-09,19:54,쿠팡,커피포,오리지날 커피포 10T,NM-2000003,3,14500,43500,서울,배송완료
CP-4000000250,2026-02-09,23:36,쿠팡,MD상품,키링 mix man,NM-4000001,1,12000,12000,경기,교환완료
CP-4000000250,2026-02-09,23:36,쿠팡,커피포,바나나우유맛 커피포,NM-2000043,2,15900,31800,경기,교환완료
CP-4000000251,2026-02-09,07:22,쿠팡,커피포,바나나우유맛 커피포,NM-2000043,1,15900,15900,광주,교환완료
CP-4000000252,2026-02-09,12:09,쿠팡,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,광주,반품완료
KL-260209-0253,2026-02-09,22:16,컬리,커피포,군밤맛 커피포,NM-2000015,2,15900,31800,경북,배송완료
KL-260209-0253,2026-02-09,22:16,컬리,커피포,말차라떼맛 커피포,NM-2000108,2,15900,31800,경북,배송완료
NV-260210-00254,2026-02-10,11:28,네이버,세트,전맛 6종 세트,NM-5000002,1,89000,89000,경남,배송완료
NV-260210-00254,2026-02-10,11:28,네이버,커피포,볶은쌀 커피포 10T,NM-2000004,3,14500,43500,경남,배송완료
NV-260210-00255,2026-02-10,08:33,네이버,커피포,오리지널 에어 10T,NM-2000008,3,16500,49500,경남,반품완료
NV-260210-00255,2026-02-10,08:33,네이버,스낵,오란다 오리지널,NM-3000003,1,4500,4500,경남,반품완료
NV-260210-00256,2026-02-10,10:19,네이버,세트,전맛 6종 세트,NM-5000002,2,89000,178000,전북,배송완료
NV-260210-00256,2026-02-10,10:19,네이버,MD상품,키링 포 모양,NM-4000002,1,12000,12000,전북,배송완료
NV-260210-00257,2026-02-10,09:31,네이버,커피포,생일파티바닐라 커피포,NM-2000005,3,15900,47700,경남,배송완료
NV-260210-00257,2026-02-10,09:31,네이버,커피포,볶은쌀 커피포 10T,NM-2000004,2,14500,29000,경남,배송완료
NV-260210-00258,2026-02-10,18:23,네이버,커피포,타로밀크티 커피포,NM-2000018,3,15900,47700,서울,배송완료
NV-260210-00258,2026-02-10,18:23,네이버,세트,전맛 6종 세트,NM-5000002,3,89000,267000,서울,배송완료
NV-260210-00259,2026-02-10,21:40,네이버,세트,베스트 4종 세트,NM-5000001,2,55000,110000,서울,배송완료
NV-260210-00260,2026-02-10,22:24,네이버,스낵,쌀전병 스낵 믹스커피맛,NM-3000002,1,5500,5500,세종,배송완료
NV-260210-00260,2026-02-10,22:24,네이버,세트,선물세트 (3입x4종),NM-5000003,1,32000,32000,세종,배송완료
CP-4000000261,2026-02-10,17:05,쿠팡,세트,베스트 4종 세트,NM-5000001,1,55000,55000,강원,배송완료
CP-4000000261,2026-02-10,17:05,쿠팡,MD상품,키링 포 모양,NM-4000002,2,12000,24000,강원,배송완료
CP-4000000262,2026-02-10,14:08,쿠팡,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,경기,배송완료
CP-4000000262,2026-02-10,14:08,쿠팡,스낵,건빵크런치 8개입,NM-3000001,2,6500,13000,경기,배송완료
NV-260210-00263,2026-02-10,12:21,네이버,커피포,화이트베리모카맛 커피포,NM-2000013,1,15900,15900,부산,배송완료
NV-260210-00263,2026-02-10,12:21,네이버,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,부산,배송완료
CP-4000000264,2026-02-10,11:50,쿠팡,스낵,쌀전병 스낵 믹스커피맛,NM-3000002,1,5500,5500,경기,반품완료
CP-4000000264,2026-02-10,11:50,쿠팡,세트,선물세트 (3입x4종),NM-5000003,2,32000,64000,경기,반품완료
CP-4000000264,2026-02-10,11:50,쿠팡,커피포,볶은쌀 커피포 10T,NM-2000004,1,14500,14500,경기,반품완료
NV-260210-00265,2026-02-10,08:38,네이버,스낵,건빵크런치 8개입,NM-3000001,2,6500,13000,충남,반품완료
KL-260210-0266,2026-02-10,09:14,컬리,커피포,바나나우유맛 커피포,NM-2000043,1,15900,15900,대구,배송완료
KL-260210-0266,2026-02-10,09:14,컬리,커피포,라즈베리말차 커피포,NM-2000017,1,15900,15900,대구,배송완료
KL-260210-0266,2026-02-10,09:14,컬리,세트,전맛 6종 세트,NM-5000002,1,89000,89000,대구,배송완료
NV-260210-00267,2026-02-10,20:05,네이버,커피포,군밤맛 커피포,NM-2000015,3,15900,47700,서울,배송완료
NV-260210-00267,2026-02-10,20:05,네이버,커피포,오리지날 커피포 10T,NM-2000003,3,14500,43500,서울,배송완료
NV-260210-00267,2026-02-10,20:05,네이버,커피포,밀크카라멜맛 커피포,NM-2000114,2,15900,31800,서울,배송완료
KL-260210-0268,2026-02-10,20:53,컬리,커피포,군밤맛 커피포,NM-2000015,2,15900,31800,경기,배송완료
KL-260210-0268,2026-02-10,20:53,컬리,커피포,생일파티바닐라 커피포,NM-2000005,1,15900,15900,경기,배송완료
NV-260210-00269,2026-02-10,22:50,네이버,MD상품,키링 mix man,NM-4000001,2,12000,24000,울산,배송완료
KL-260210-0270,2026-02-10,21:39,컬리,커피포,군밤맛 커피포,NM-2000015,1,15900,15900,부산,배송완료
NV-260210-00271,2026-02-10,12:33,네이버,커피포,볶은쌀 커피포 10T,NM-2000004,1,14500,14500,전북,교환완료
NV-260210-00271,2026-02-10,12:33,네이버,커피포,화이트베리모카맛 커피포,NM-2000013,2,15900,31800,전북,교환완료
NV-260210-00272,2026-02-10,11:49,네이버,커피포,오리지널 에어 10T,NM-2000008,1,16500,16500,경기,배송완료
29-100273,2026-02-10,11:11,29CM,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,경북,배송완료
NV-260210-00274,2026-02-10,17:48,네이버,세트,베스트 4종 세트,NM-5000001,1,55000,55000,제주,교환완료
KL-260210-0275,2026-02-10,15:52,컬리,세트,선물세트 (3입x4종),NM-5000003,1,32000,32000,제주,반품완료
KL-260210-0275,2026-02-10,15:52,컬리,세트,베스트 4종 세트,NM-5000001,1,55000,55000,제주,반품완료
KL-260210-0275,2026-02-10,15:52,컬리,스낵,건빵크런치 8개입,NM-3000001,3,6500,19500,제주,반품완료
CP-4000000276,2026-02-10,20:45,쿠팡,커피포,밀크카라멜맛 커피포,NM-2000114,1,15900,15900,경북,배송완료
NV-260210-00277,2026-02-10,16:15,네이버,커피포,민트초코맛 커피포,NM-2000014,1,15900,15900,서울,배송완료
KL-260210-0278,2026-02-10,21:16,컬리,스낵,오란다 오리지널,NM-3000003,1,4500,4500,강원,배송완료
NV-260210-00279,2026-02-10,20:39,네이버,세트,베스트 4종 세트,NM-5000001,1,55000,55000,대전,배송완료
29-100280,2026-02-10,10:42,29CM,커피포,말차라떼맛 커피포,NM-2000108,1,15900,15900,광주,배송완료
KL-260210-0281,2026-02-10,18:25,컬리,커피포,군밤맛 커피포,NM-2000015,2,15900,31800,서울,배송완료
NV-260210-00282,2026-02-10,07:21,네이버,MD상품,키링 포 모양,NM-4000002,1,12000,12000,제주,배송완료
CP-4000000283,2026-02-10,20:36,쿠팡,세트,선물세트 (3입x4종),NM-5000003,2,32000,64000,경기,배송완료
CP-4000000283,2026-02-10,20:36,쿠팡,세트,베스트 4종 세트,NM-5000001,1,55000,55000,경기,배송완료
NV-260210-00284,2026-02-10,20:58,네이버,커피포,바나나우유맛 커피포,NM-2000043,2,15900,31800,충북,배송완료
NV-260210-00284,2026-02-10,20:58,네이버,세트,베스트 4종 세트,NM-5000001,1,55000,55000,충북,배송완료
NV-260210-00284,2026-02-10,20:58,네이버,커피포,밀크카라멜맛 커피포,NM-2000114,1,15900,15900,충북,배송완료
NV-260210-00285,2026-02-10,00:47,네이버,세트,선물세트 (3입x4종),NM-5000003,1,32000,32000,경기,배송완료
NV-260210-00285,2026-02-10,00:47,네이버,세트,베스트 4종 세트,NM-5000001,3,55000,165000,경기,배송완료
NV-260210-00285,2026-02-10,00:47,네이버,세트,전맛 6종 세트,NM-5000002,1,89000,89000,경기,배송완료
NV-260210-00286,2026-02-10,14:26,네이버,커피포,밀크카라멜맛 커피포,NM-2000114,1,15900,15900,인천,배송완료
KL-260210-0287,2026-02-10,22:35,컬리,세트,베스트 4종 세트,NM-5000001,1,55000,55000,서울,배송완료
KL-260210-0287,2026-02-10,22:35,컬리,MD상품,뉴믹스 에코백,NM-4000004,3,18000,54000,서울,배송완료
KL-260210-0287,2026-02-10,22:35,컬리,커피포,말차라떼맛 커피포,NM-2000108,2,15900,31800,서울,배송완료
29-100288,2026-02-10,17:34,29CM,커피포,볶은쌀 커피포 10T,NM-2000004,1,14500,14500,부산,배송완료
29-100288,2026-02-10,17:34,29CM,커피포,생일파티바닐라 커피포,NM-2000005,1,15900,15900,부산,배송완료
NV-260210-00289,2026-02-10,12:30,네이버,커피포,밀크카라멜맛 커피포,NM-2000114,2,15900,31800,경기,배송완료
NV-260211-00290,2026-02-11,17:56,네이버,커피포,밀크카라멜맛 커피포,NM-2000114,3,15900,47700,인천,배송완료
NV-260211-00290,2026-02-11,17:56,네이버,MD상품,키링 mix man,NM-4000001,3,12000,36000,인천,배송완료
CP-4000000291,2026-02-11,17:27,쿠팡,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,제주,배송완료
KL-260211-0292,2026-02-11,10:42,컬리,세트,전맛 6종 세트,NM-5000002,1,89000,89000,강원,배송완료
KL-260211-0292,2026-02-11,10:42,컬리,스낵,건빵크런치 8개입,NM-3000001,2,6500,13000,강원,배송완료
KL-260211-0292,2026-02-11,10:42,컬리,커피포,오리지날 커피포 10T,NM-2000003,3,14500,43500,강원,배송완료
CP-4000000293,2026-02-11,22:39,쿠팡,커피포,오리지널 에어 10T,NM-2000008,1,16500,16500,서울,배송완료
CP-4000000294,2026-02-11,22:15,쿠팡,세트,전맛 6종 세트,NM-5000002,1,89000,89000,서울,배송완료
CP-4000000294,2026-02-11,22:15,쿠팡,커피포,볶은쌀 커피포 10T,NM-2000004,1,14500,14500,서울,배송완료
CP-4000000294,2026-02-11,22:15,쿠팡,커피포,군밤맛 커피포,NM-2000015,2,15900,31800,서울,배송완료
CP-4000000295,2026-02-11,17:56,쿠팡,스낵,오란다 오리지널,NM-3000003,1,4500,4500,서울,배송완료
CP-4000000295,2026-02-11,17:56,쿠팡,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,서울,배송완료
CP-4000000296,2026-02-11,08:41,쿠팡,MD상품,키링 포 모양,NM-4000002,2,12000,24000,부산,배송완료
CP-4000000296,2026-02-11,08:41,쿠팡,커피포,오리지널 에어 10T,NM-2000008,1,16500,16500,부산,배송완료
KL-260211-0297,2026-02-11,21:18,컬리,세트,전맛 6종 세트,NM-5000002,3,89000,267000,부산,배송완료
KL-260211-0298,2026-02-11,13:05,컬리,스낵,오란다 말차,NM-3000004,1,4500,4500,부산,배송완료
29-100299,2026-02-11,14:11,29CM,커피포,오리지널 에어 10T,NM-2000008,1,16500,16500,경기,배송완료
29-100299,2026-02-11,14:11,29CM,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,경기,배송완료
NV-260211-00300,2026-02-11,12:14,네이버,커피포,타로밀크티 커피포,NM-2000018,1,15900,15900,서울,반품완료
KL-260211-0301,2026-02-11,19:14,컬리,스낵,오란다 말차,NM-3000004,2,4500,9000,대전,배송완료
CP-4000000302,2026-02-11,20:59,쿠팡,커피포,밀크카라멜맛 커피포,NM-2000114,2,15900,31800,경기,배송완료
CP-4000000302,2026-02-11,20:59,쿠팡,커피포,생일파티바닐라 커피포,NM-2000005,1,15900,15900,경기,배송완료
CP-4000000302,2026-02-11,20:59,쿠팡,세트,베스트 4종 세트,NM-5000001,2,55000,110000,경기,배송완료
CP-4000000303,2026-02-11,09:18,쿠팡,커피포,말차라떼맛 커피포,NM-2000108,1,15900,15900,서울,배송완료
CP-4000000303,2026-02-11,09:18,쿠팡,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,서울,배송완료
KL-260211-0304,2026-02-11,21:37,컬리,커피포,민트초코맛 커피포,NM-2000014,1,15900,15900,대전,배송완료
KL-260211-0304,2026-02-11,21:37,컬리,스낵,건빵크런치 8개입,NM-3000001,3,6500,19500,대전,배송완료
KL-260211-0304,2026-02-11,21:37,컬리,MD상품,키링 mix man,NM-4000001,1,12000,12000,대전,배송완료
KL-260211-0305,2026-02-11,21:50,컬리,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,경기,배송완료
KL-260211-0305,2026-02-11,21:50,컬리,커피포,밀크카라멜맛 커피포,NM-2000114,1,15900,15900,경기,배송완료
KL-260211-0305,2026-02-11,21:50,컬리,세트,베스트 4종 세트,NM-5000001,1,55000,55000,경기,배송완료
NV-260211-00306,2026-02-11,08:32,네이버,커피포,군밤맛 커피포,NM-2000015,2,15900,31800,충북,배송완료
CP-4000000307,2026-02-11,11:31,쿠팡,커피포,볶은쌀 커피포 10T,NM-2000004,1,14500,14500,서울,배송완료
NV-260211-00308,2026-02-11,17:27,네이버,커피포,군밤맛 커피포,NM-2000015,1,15900,15900,부산,배송완료
NV-260211-00308,2026-02-11,17:27,네이버,커피포,말차라떼맛 커피포,NM-2000108,1,15900,15900,부산,배송완료
NV-260211-00308,2026-02-11,17:27,네이버,MD상품,키링 mix man,NM-4000001,3,12000,36000,부산,배송완료
KL-260211-0309,2026-02-11,13:11,컬리,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,서울,배송완료
KL-260211-0309,2026-02-11,13:11,컬리,커피포,바나나우유맛 커피포,NM-2000043,1,15900,15900,서울,배송완료
NV-260211-00310,2026-02-11,18:35,네이버,세트,베스트 4종 세트,NM-5000001,1,55000,55000,대구,교환완료
NV-260211-00310,2026-02-11,18:35,네이버,커피포,군밤맛 커피포,NM-2000015,3,15900,47700,대구,교환완료
CP-4000000311,2026-02-11,23:29,쿠팡,커피포,군밤맛 커피포,NM-2000015,1,15900,15900,서울,반품완료
CP-4000000311,2026-02-11,23:29,쿠팡,MD상품,키링 mix man,NM-4000001,1,12000,12000,서울,반품완료
KL-260211-0312,2026-02-11,20:53,컬리,세트,전맛 6종 세트,NM-5000002,3,89000,267000,경북,배송완료
KL-260211-0312,2026-02-11,20:53,컬리,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,경북,배송완료
KL-260211-0312,2026-02-11,20:53,컬리,커피포,라즈베리말차 커피포,NM-2000017,2,15900,31800,경북,배송완료
KL-260211-0313,2026-02-11,19:42,컬리,커피포,바나나우유맛 커피포,NM-2000043,2,15900,31800,충남,배송완료
29-100314,2026-02-11,20:51,29CM,세트,선물세트 (3입x4종),NM-5000003,1,32000,32000,경기,배송완료
29-100315,2026-02-11,09:17,29CM,커피포,말차라떼맛 커피포,NM-2000108,1,15900,15900,서울,배송완료
29-100315,2026-02-11,09:17,29CM,커피포,오리지날 커피포 10T,NM-2000003,3,14500,43500,서울,배송완료
29-100315,2026-02-11,09:17,29CM,스낵,오란다 말차,NM-3000004,2,4500,9000,서울,배송완료
NV-260211-00316,2026-02-11,23:10,네이버,커피포,군밤맛 커피포,NM-2000015,3,15900,47700,제주,배송완료
NV-260211-00316,2026-02-11,23:10,네이버,커피포,라즈베리말차 커피포,NM-2000017,1,15900,15900,제주,배송완료
KL-260211-0317,2026-02-11,20:59,컬리,세트,전맛 6종 세트,NM-5000002,1,89000,89000,전남,배송완료
KL-260211-0317,2026-02-11,20:59,컬리,커피포,말차라떼맛 커피포,NM-2000108,2,15900,31800,전남,배송완료
CP-4000000318,2026-02-11,19:45,쿠팡,커피포,라즈베리말차 커피포,NM-2000017,3,15900,47700,부산,배송완료
CP-4000000318,2026-02-11,19:45,쿠팡,세트,전맛 6종 세트,NM-5000002,2,89000,178000,부산,배송완료
29-100319,2026-02-11,11:39,29CM,커피포,타로밀크티 커피포,NM-2000018,1,15900,15900,경남,배송완료
NV-260211-00320,2026-02-11,19:00,네이버,세트,베스트 4종 세트,NM-5000001,1,55000,55000,경북,배송완료
KL-260211-0321,2026-02-11,21:23,컬리,커피포,볶은쌀 커피포 10T,NM-2000004,2,14500,29000,서울,배송완료
KL-260211-0321,2026-02-11,21:23,컬리,커피포,밀크카라멜맛 커피포,NM-2000114,1,15900,15900,서울,배송완료
CP-4000000322,2026-02-11,17:31,쿠팡,세트,베스트 4종 세트,NM-5000001,1,55000,55000,서울,배송완료
CP-4000000322,2026-02-11,17:31,쿠팡,커피포,볶은쌀 커피포 10T,NM-2000004,2,14500,29000,서울,배송완료
CP-4000000323,2026-02-11,15:50,쿠팡,세트,선물세트 (3입x4종),NM-5000003,1,32000,32000,부산,배송완료
CP-4000000323,2026-02-11,15:50,쿠팡,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,부산,배송완료
KL-260212-0324,2026-02-12,20:58,컬리,커피포,군밤맛 커피포,NM-2000015,3,15900,47700,경기,배송완료
CP-4000000325,2026-02-12,09:51,쿠팡,커피포,민트초코맛 커피포,NM-2000014,2,15900,31800,경기,배송완료
CP-4000000325,2026-02-12,09:51,쿠팡,스낵,쌀전병 스낵 믹스커피맛,NM-3000002,1,5500,5500,경기,배송완료
CP-4000000325,2026-02-12,09:51,쿠팡,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,경기,배송완료
NV-260212-00326,2026-02-12,20:22,네이버,세트,베스트 4종 세트,NM-5000001,3,55000,165000,서울,배송완료
NV-260212-00327,2026-02-12,07:57,네이버,세트,선물세트 (3입x4종),NM-5000003,3,32000,96000,서울,배송완료
NV-260212-00328,2026-02-12,05:45,네이버,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,서울,배송완료
NV-260212-00328,2026-02-12,05:45,네이버,스낵,오란다 말차,NM-3000004,3,4500,13500,서울,배송완료
CP-4000000329,2026-02-12,20:13,쿠팡,커피포,바나나우유맛 커피포,NM-2000043,3,15900,47700,경남,배송완료
KL-260212-0330,2026-02-12,21:09,컬리,커피포,바나나우유맛 커피포,NM-2000043,3,15900,47700,부산,배송완료
CP-4000000331,2026-02-12,22:26,쿠팡,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,경남,배송완료
CP-4000000331,2026-02-12,22:26,쿠팡,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,경남,배송완료
CP-4000000331,2026-02-12,22:26,쿠팡,스낵,쌀전병 스낵 믹스커피맛,NM-3000002,3,5500,16500,경남,배송완료
KL-260212-0332,2026-02-12,20:21,컬리,커피포,민트초코맛 커피포,NM-2000014,1,15900,15900,서울,배송완료
KL-260212-0333,2026-02-12,22:26,컬리,세트,베스트 4종 세트,NM-5000001,3,55000,165000,서울,배송완료
KL-260212-0334,2026-02-12,19:24,컬리,커피포,군밤맛 커피포,NM-2000015,3,15900,47700,서울,배송완료
CP-4000000335,2026-02-12,16:03,쿠팡,세트,선물세트 (3입x4종),NM-5000003,1,32000,32000,부산,배송완료
CP-4000000335,2026-02-12,16:03,쿠팡,커피포,군밤맛 커피포,NM-2000015,1,15900,15900,부산,배송완료
29-100336,2026-02-12,06:41,29CM,MD상품,키링 포 모양,NM-4000002,2,12000,24000,강원,교환완료
NV-260212-00337,2026-02-12,19:21,네이버,커피포,말차라떼맛 커피포,NM-2000108,3,15900,47700,부산,배송완료
KL-260212-0338,2026-02-12,16:37,컬리,세트,선물세트 (3입x4종),NM-5000003,1,32000,32000,대전,배송완료
KL-260212-0338,2026-02-12,16:37,컬리,스낵,쌀전병 스낵 믹스커피맛,NM-3000002,1,5500,5500,대전,배송완료
KL-260212-0338,2026-02-12,16:37,컬리,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,대전,배송완료
CP-4000000339,2026-02-12,10:25,쿠팡,세트,선물세트 (3입x4종),NM-5000003,1,32000,32000,전남,배송완료
CP-4000000339,2026-02-12,10:25,쿠팡,세트,베스트 4종 세트,NM-5000001,2,55000,110000,전남,배송완료
NV-260212-00340,2026-02-12,11:46,네이버,커피포,볶은쌀 커피포 10T,NM-2000004,1,14500,14500,서울,배송완료
NV-260212-00340,2026-02-12,11:46,네이버,스낵,건빵크런치 8개입,NM-3000001,1,6500,6500,서울,배송완료
NV-260212-00341,2026-02-12,11:25,네이버,커피포,얼그레이밀크티 커피포,NM-2000016,3,15900,47700,경기,배송완료
CP-4000000342,2026-02-12,16:36,쿠팡,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,강원,교환완료
NV-260212-00343,2026-02-12,21:18,네이버,커피포,말차라떼맛 커피포,NM-2000108,3,15900,47700,서울,배송완료
NV-260212-00343,2026-02-12,21:18,네이버,세트,베스트 4종 세트,NM-5000001,1,55000,55000,서울,배송완료
KL-260212-0344,2026-02-12,14:32,컬리,세트,베스트 4종 세트,NM-5000001,1,55000,55000,대구,반품완료
NV-260212-00345,2026-02-12,22:12,네이버,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,제주,배송완료
NV-260212-00345,2026-02-12,22:12,네이버,세트,선물세트 (3입x4종),NM-5000003,1,32000,32000,제주,배송완료
CP-4000000346,2026-02-12,22:53,쿠팡,스낵,쌀전병 스낵 믹스커피맛,NM-3000002,1,5500,5500,경기,배송완료
KL-260212-0347,2026-02-12,20:11,컬리,커피포,밀크카라멜맛 커피포,NM-2000114,2,15900,31800,경기,반품완료
KL-260212-0348,2026-02-12,21:57,컬리,커피포,볶은쌀 커피포 10T,NM-2000004,2,14500,29000,인천,교환완료
KL-260212-0348,2026-02-12,21:57,컬리,스낵,건빵크런치 8개입,NM-3000001,1,6500,6500,인천,교환완료
KL-260212-0348,2026-02-12,21:57,컬리,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,인천,교환완료
NV-260212-00349,2026-02-12,15:38,네이버,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,서울,배송완료
NV-260212-00349,2026-02-12,15:38,네이버,커피포,볶은쌀 커피포 10T,NM-2000004,1,14500,14500,서울,배송완료
NV-260212-00349,2026-02-12,15:38,네이버,커피포,타로밀크티 커피포,NM-2000018,3,15900,47700,서울,배송완료
KL-260213-0350,2026-02-13,13:47,컬리,커피포,말차라떼맛 커피포,NM-2000108,2,15900,31800,서울,배송완료
CP-4000000351,2026-02-13,22:16,쿠팡,커피포,라즈베리말차 커피포,NM-2000017,1,15900,15900,서울,배송완료
CP-4000000351,2026-02-13,22:16,쿠팡,커피포,볶은쌀 커피포 10T,NM-2000004,1,14500,14500,서울,배송완료
NV-260213-00352,2026-02-13,20:12,네이버,커피포,바나나우유맛 커피포,NM-2000043,3,15900,47700,광주,배송완료
NV-260213-00353,2026-02-13,23:19,네이버,커피포,밀크카라멜맛 커피포,NM-2000114,1,15900,15900,서울,배송완료
NV-260213-00353,2026-02-13,23:19,네이버,커피포,화이트베리모카맛 커피포,NM-2000013,1,15900,15900,서울,배송완료
NV-260213-00354,2026-02-13,21:14,네이버,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,전남,배송완료
NV-260213-00354,2026-02-13,21:14,네이버,세트,베스트 4종 세트,NM-5000001,3,55000,165000,전남,배송완료
NV-260213-00355,2026-02-13,20:39,네이버,MD상품,키링 mix man,NM-4000001,3,12000,36000,인천,배송완료
CP-4000000356,2026-02-13,11:28,쿠팡,커피포,군밤맛 커피포,NM-2000015,3,15900,47700,서울,교환완료
CP-4000000356,2026-02-13,11:28,쿠팡,세트,선물세트 (3입x4종),NM-5000003,3,32000,96000,서울,교환완료
NV-260213-00357,2026-02-13,20:48,네이버,세트,베스트 4종 세트,NM-5000001,2,55000,110000,서울,배송완료
NV-260213-00357,2026-02-13,20:48,네이버,세트,전맛 6종 세트,NM-5000002,2,89000,178000,서울,배송완료
NV-260213-00357,2026-02-13,20:48,네이버,세트,베스트 4종 세트,NM-5000001,1,55000,55000,서울,배송완료
CP-4000000358,2026-02-13,13:28,쿠팡,커피포,볶은쌀 커피포 10T,NM-2000004,3,14500,43500,부산,교환완료
CP-4000000358,2026-02-13,13:28,쿠팡,세트,선물세트 (3입x4종),NM-5000003,1,32000,32000,부산,교환완료
29-100359,2026-02-13,07:52,29CM,커피포,밀크카라멜맛 커피포,NM-2000114,1,15900,15900,충남,배송완료
CP-4000000360,2026-02-13,23:25,쿠팡,스낵,쌀전병 스낵 믹스커피맛,NM-3000002,2,5500,11000,경기,배송완료
CP-4000000361,2026-02-13,18:54,쿠팡,세트,선물세트 (3입x4종),NM-5000003,2,32000,64000,부산,배송완료
CP-4000000361,2026-02-13,18:54,쿠팡,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,부산,배송완료
CP-4000000362,2026-02-13,08:55,쿠팡,세트,선물세트 (3입x4종),NM-5000003,1,32000,32000,서울,교환완료
CP-4000000362,2026-02-13,08:55,쿠팡,커피포,군밤맛 커피포,NM-2000015,1,15900,15900,서울,교환완료
NV-260213-00363,2026-02-13,14:39,네이버,세트,선물세트 (3입x4종),NM-5000003,1,32000,32000,부산,배송완료
CP-4000000364,2026-02-13,20:19,쿠팡,세트,선물세트 (3입x4종),NM-5000003,1,32000,32000,서울,배송완료
NV-260213-00365,2026-02-13,15:38,네이버,세트,베스트 4종 세트,NM-5000001,2,55000,110000,서울,교환완료
NV-260213-00365,2026-02-13,15:38,네이버,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,서울,교환완료
NV-260213-00365,2026-02-13,15:38,네이버,커피포,볶은쌀 커피포 10T,NM-2000004,1,14500,14500,서울,교환완료
NV-260213-00366,2026-02-13,22:23,네이버,커피포,군밤맛 커피포,NM-2000015,1,15900,15900,경북,배송완료
NV-260213-00367,2026-02-13,19:30,네이버,커피포,바나나우유맛 커피포,NM-2000043,1,15900,15900,울산,배송완료
NV-260213-00368,2026-02-13,22:08,네이버,커피포,바나나우유맛 커피포,NM-2000043,2,15900,31800,강원,배송완료
KL-260213-0369,2026-02-13,18:12,컬리,커피포,말차라떼맛 커피포,NM-2000108,2,15900,31800,전북,반품완료
KL-260213-0370,2026-02-13,07:59,컬리,세트,전맛 6종 세트,NM-5000002,1,89000,89000,충남,배송완료
CP-4000000371,2026-02-13,00:49,쿠팡,커피포,군밤맛 커피포,NM-2000015,3,15900,47700,전북,배송완료
KL-260213-0372,2026-02-13,17:27,컬리,스낵,쌀전병 스낵 믹스커피맛,NM-3000002,1,5500,5500,경기,배송완료
KL-260213-0372,2026-02-13,17:27,컬리,MD상품,키링 포 모양,NM-4000002,1,12000,12000,경기,배송완료
KL-260213-0372,2026-02-13,17:27,컬리,세트,선물세트 (3입x4종),NM-5000003,1,32000,32000,경기,배송완료
KL-260213-0373,2026-02-13,13:12,컬리,커피포,얼그레이밀크티 커피포,NM-2000016,1,15900,15900,경기,배송완료
NV-260213-00374,2026-02-13,07:13,네이버,커피포,오리지널 에어 10T,NM-2000008,3,16500,49500,경기,반품완료
NV-260213-00374,2026-02-13,07:13,네이버,스낵,건빵크런치 8개입,NM-3000001,2,6500,13000,경기,반품완료
29-100375,2026-02-13,17:54,29CM,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,경기,배송완료
29-100375,2026-02-13,17:54,29CM,커피포,오리지날 커피포 10T,NM-2000003,3,14500,43500,경기,배송완료
NV-260213-00376,2026-02-13,08:23,네이버,커피포,바나나우유맛 커피포,NM-2000043,1,15900,15900,부산,배송완료
NV-260213-00377,2026-02-13,14:53,네이버,커피포,오리지널 에어 10T,NM-2000008,3,16500,49500,서울,배송완료
NV-260213-00377,2026-02-13,14:53,네이버,커피포,화이트베리모카맛 커피포,NM-2000013,1,15900,15900,서울,배송완료
NV-260213-00378,2026-02-13,18:30,네이버,커피포,군밤맛 커피포,NM-2000015,1,15900,15900,충북,배송완료
NV-260213-00378,2026-02-13,18:30,네이버,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,충북,배송완료
KL-260213-0379,2026-02-13,19:59,컬리,커피포,바나나우유맛 커피포,NM-2000043,2,15900,31800,경기,배송완료
